[00:00.000 --> 00:18.260]  All right, here we go.
[00:18.260 --> 00:19.940]  Welcome to the show, Podcast World.
[00:19.940 --> 00:22.620]  I'm your host, my friends call me Ross DeJeff.
[00:22.620 --> 00:27.860]  This is episode 766 of the Grow From Your Heart podcast.
[00:27.860 --> 00:31.220]  In this episode, we're going to feature my new strain, John Lemon.
[00:31.220 --> 00:34.660]  Before I get to that part of the show, let's do a few shout outs to a few of the kind of
[00:34.660 --> 00:38.620]  folks who continue to support the show on Patreon.
[00:38.820 --> 00:41.220]  All right, let's kick it off with a big Grow From Your Heart podcast.
[00:41.220 --> 00:43.480]  Thank you, shout out to Jessica Kay.
[00:43.480 --> 00:46.440]  Let's send a fist bump and a thank you shout out to my buddy Sam Heads.
[00:46.440 --> 00:50.180]  I want to send a thank you shout out to a longtime supporter, my buddy Glenn Girony.
[00:50.180 --> 00:53.080]  Let's send a fist bump and a thank you shout out to SC Dung Slinger.
[00:53.080 --> 00:55.940]  I need to send a big thank you shout out to Kanna Reaper.
[00:55.940 --> 00:58.040]  Let's send a thank you shout out to Dude Grows.
[00:58.040 --> 01:00.400]  Let's send a big fist bump to Spartan420.
[01:00.400 --> 01:04.020]  I want to send a big thank you shout out to my buddy Growing Old Man Style.
[01:04.020 --> 01:05.300]  Let's send a thank you shout out to Aaron.
[01:05.300 --> 01:07.280]  I want to send a big fist bump to B Bala.
[01:07.280 --> 01:12.840]  I want to send a thank you shout out to my buddy frogman 420 then let's wrap it all up with a big grow from
[01:12.840 --> 01:17.080]  Your heart podcast. Thank you. Shout out to mr. McBlunt's big
[01:17.080 --> 01:21.460]  Thanks and big shout out to everybody who continues to support the show on patreon
[01:21.460 --> 01:24.720]  If you are not already supporting the show and you would like to learn how to do
[01:24.720 --> 01:26.720]  So all you have to do is visit
[01:27.600 --> 01:29.600]  www.patreon.com
[01:29.760 --> 01:34.180]  Forward slash grow from your heart all of the information you need will be right there on the screen
[01:34.180 --> 01:37.660]  And you know I do include a link in the show notes and in the video description
[01:38.060 --> 01:44.420]  To make it nice and easy for all of my friends to support the podcast if you've been following along
[01:44.420 --> 01:48.820]  I'm sure you know that I've been struggling from recovering from the kovat 19 virus
[01:48.820 --> 01:54.020]  You could probably hear it in my throat and my voice. I'm doing a lot better now. This episode is going to sound a lot better
[01:54.300 --> 01:59.660]  I've got more air. I don't have to clear my throat as often. So that is your quick kovat update for this episode
[01:59.660 --> 02:05.740]  Thank you for all the well wishes the ideas the advice the comments the emails all that stuff. Thank you guys
[02:05.740 --> 02:11.260]  I do appreciate it. It's great to have such a good community behind me supporting me. Thank you. I feel much better
[02:11.260 --> 02:15.260]  I'm sure you can hear it still a little bit of funk in the throat and the lungs but way better
[02:15.260 --> 02:18.500]  The ears don't sound so gooey. So I feel much better. Thank you
[02:18.500 --> 02:22.660]  I'll stop giving updates in an episode or two. I'm glad I'm feeling better because
[02:23.300 --> 02:25.300]  Fish is coming to Denver. That's right
[02:25.300 --> 02:30.140]  My favorite band on the planet is fish and they are doing four nights at Dick's sporting goods
[02:30.220 --> 02:34.340]  The giant soccer field and commerce are in. Nah. Yeah commerce city there in Denver, Colorado
[02:35.100 --> 02:36.660]  Commerce city just outside of Denver
[02:36.660 --> 02:37.140]  You know what?
[02:37.140 --> 02:42.300]  I mean, but fish is coming and I will be at all four nights of the fish concerts if you are there
[02:42.580 --> 02:46.940]  Please come say hi. Give me a high-five. Give me a hug. Shake my hand. Give me a fist bump
[02:46.940 --> 02:50.380]  I really don't like it when after an event people email me and they say hey, bro
[02:50.380 --> 02:54.380]  I saw you at the fish concerts, but I did not come say hi. Why not dude come say hi
[02:54.380 --> 03:00.380]  It's a fish concert. We're all friends. We're all bros. We're all hanging out come say hi. However, don't talk while fish is playing
[03:00.380 --> 03:04.580]  That's a general rule. Don't talk to me while fish is playing save it for set break
