[00:01.720 --> 00:18.590]  Hi to the whole podcast world.
[00:18.590 --> 00:19.590]  I'm your host.
[00:19.590 --> 00:26.830]  My friends call me Rasta Jeff and this is episode 658 of the Grow From Your Heart podcast.
[00:26.830 --> 00:30.210]  In this episode, I'm going to focus on a couple of grow questions.
[00:30.210 --> 00:33.830]  Before we get to that part of the show, let's do a few shout outs to a few of those kind
[00:33.830 --> 00:36.750]  folks who support the show on Patreon.
[00:36.750 --> 00:39.230]  Let's start off with the big Grow From Your Heart podcast.
[01:09.810 --> 01:11.110]  My new friend, Uncle Rick.
[01:11.110 --> 01:13.710]  Let's send a big thank you shout out to my buddy, Thedadhaze.
[01:13.710 --> 01:17.410]  I want to send a big thank you shout-out to Brohan78.
[01:17.410 --> 01:20.490]  I want to send a special thank you shout-out to my buddy, Lefties Farm.
[01:20.490 --> 01:24.110]  Let's send a big thank you shout-out to Thomas McGuinness and MADE WHILE MEDICATED.
[01:24.110 --> 01:27.250]  I want to send a big fist bump to my buddy Tartan Mike.
[01:27.250 --> 01:31.030]  Let's send a special thank you shout-out to GreenVet88224.
[01:31.030 --> 01:33.490]  I want to send a big thank you shout-out to Rasufa.
[01:33.490 --> 01:36.450]  Let's send a big thank you shout-out to Josiah W.
[01:36.450 --> 01:42.310]  Patreon.com forward slash grow from your heart all of the information you need is right there on the screen
[01:42.310 --> 01:47.030]  And of course I did include that link in the show notes and the video description
[01:47.030 --> 01:51.110]  You guys know the ramble about the video description the link in the show notes this time
[01:51.110 --> 01:57.290]  I'm going to remind you that I do include a discord link in the notes and the video description. That's right
[01:57.290 --> 02:00.950]  There is a discord server where there are a lot of great people hanging out right now
[02:00.950 --> 02:06.970]  There's something going on on the irie genetics grow from your heart. Irie army discord. Something is happening right now
[02:07.990 --> 02:11.630]  Billy podunk is hanging out there posting something Dave's not here
[02:11.630 --> 02:16.830]  Maybe posting something cool. Our buddy gray beard is doing something. Maybe stabby is posting something over there
[02:16.910 --> 02:22.870]  Make sure you check out the discord. It is in the show description in the notes. Follow the link
[02:23.950 --> 02:30.250]  Also before we get too far, I do want to apologize. You may hear the air conditioner rattling in the background
[02:30.610 --> 02:35.930]  It is approximately eight o'clock as I am recording and it is approximately 90 degrees outside
[02:35.930 --> 02:40.210]  It has taken me all day to get this space cool and comfortable for recording
[02:40.730 --> 02:42.250]  I'm not turning off that air
[02:42.250 --> 02:45.250]  I'm gonna let it just keep on going until it is almost cold until it's
[02:45.410 --> 02:48.050]  Uncomfortably cold and then we'll turn it down a little bit and let it readjust
[02:48.170 --> 02:51.650]  But I'm grateful that it is cooled down a little bit and I'm not turning it off
[02:51.650 --> 02:56.230]  So if you hear a couple of rattles a couple of background noises, that's just the air conditioner. Don't worry about it
[02:56.490 --> 02:58.930]  We'll be cool get it. We will be cool
[02:59.530 --> 03:01.770]  That's a dad joke if I ever heard one, all right
[03:02.130 --> 03:06.370]  What else do I want to say, please like and subscribe on YouTube ladies and gentlemen, we've got
[03:07.490 --> 03:13.650]  7,500 and some random number of subscribers at this point. I do appreciate love and respect all of those subscribers
[03:13.650 --> 03:19.610]  However, I want 10,000 subscribers once we hit that 10,000 mark. That is when the show will pop up in more
[03:20.370 --> 03:24.410]  Algorithms more people will see the show and that you may like this show or the recommended shows
[03:24.570 --> 03:27.330]  Will pop up after other people watch the dude grow show
[03:27.330 --> 03:30.610]  They'll see my show pop up after that get the show more exposure
[03:30.610 --> 03:34.490]  So what I'm asking for is for you to share the show. It is completely free
[03:34.490 --> 03:38.110]  All you have to do is tell your friends maybe share a post on social media
[03:38.130 --> 03:41.370]  Maybe just click like click subscribe leave some comments on the show
[03:41.690 --> 03:47.690]  Anything to click make the show move move us in the algorithm would be helpful. I would be grateful big
[03:47.690 --> 03:53.790]  Thank you for all that. Let's get to 10,000 subscribers you guys. I think we should have 10k. Let's push. Let's get it there
[03:54.410 --> 03:58.710]  Alright, I don't want to ramble too much. I did say I was going to focus on grow questions
[03:58.710 --> 04:03.450]  Let's get to that part of the show. This one came from my friend
[04:04.210 --> 04:09.130]  Slightly stoned stupid 42 on patreon big shout out to all of the patreon supporters
[04:09.730 --> 04:16.450]  Patreon.com forward slash grow from your heart. This one says hey Rasta Jeff. I have a question about one of your strains
[04:16.450 --> 04:21.030]  I'm trying my hand in breeding and I have a real nice scarlet begonias female
[04:21.030 --> 04:24.990]  So they're going to breed they have chosen a scarlet begonias female as the breeder
[04:24.990 --> 04:28.510]  That is a great plant to breed with a lot of great opportunities will come from that
[04:28.630 --> 04:31.390]  It says I'm breeding with a nice DJ shorts
[04:31.550 --> 04:37.750]  Navy cross male and that Navy crosses East Coast sour diesel to the DJ short blueberry f4
[04:38.150 --> 04:42.030]  That is going to be that's an amazing cross right there. You got the East Coast sour diesel
[04:42.510 --> 04:48.570]  That's straight diesel fuel chemicals nasty funk almost an aroma that kind of burns your eyes
[04:48.570 --> 04:52.210]  It's kind of if somebody's got a bag of that in their pocket and they get in the car
[04:52.250 --> 04:54.250]  Your nose starts to crinkle you go
[04:54.410 --> 04:59.450]  Now you got that sour diesel on you and then your eyes start to feel it and then as soon as I smoke sour diesel
[04:59.450 --> 05:05.410]  Flowers I feel it in my eyes in my head and I love it one random note about the sour diesel
[05:05.410 --> 05:13.970]  I do not enjoy sour diesel concentrates. It just doesn't transfer. It doesn't translate in my opinion something happens when you make a concentrate that
[05:14.930 --> 05:16.930]  chemically skunky
[05:17.050 --> 05:22.690]  Diesel flavor doesn't come through the way it should in a concentrate most of the time. That is just my opinion
[05:22.690 --> 05:26.650]  I've never really enjoyed. I love the flowers. I love a good sour diesel flower
[05:27.450 --> 05:33.010]  Never been a big fan of any sour diesel concentrates. There's just something I've really noticed along the way
[05:33.250 --> 05:39.150]  Let me get back on track. So we've got a sour diesel and East Coast sour diesel across to a blueberry f4
[05:39.570 --> 05:44.630]  That's gonna be blueberry diesel turps. That's gonna be crazy amazing delicious good
[05:44.630 --> 05:47.650]  I can imagine only a good buzz from anything DJ short puts out
[05:48.270 --> 05:51.190]  DJ shorts a great breeder. Let me make a side note
[05:51.190 --> 05:57.430]  I am honored that you're choosing to use one of my strains to breed to one of DJ strains because DJ honestly is
[05:57.630 --> 06:01.270]  One of my heroes without DJ short there wouldn't be an IRI genetics
[06:01.270 --> 06:05.190]  He is one of the godfathers one of the pioneers one of the founders of cannabis breeding
[06:05.390 --> 06:09.070]  He taught me not directly his books his teachings his podcast
[06:09.150 --> 06:14.670]  Appearances his books mainly a lot of shit that he has said in magazines and books have taught me a lot of things and a
[06:14.670 --> 06:19.770]  Lot of ideas and have been springboards for ideas and tricks that I've learned up to where I am now
[06:19.770 --> 06:22.530]  So without DJ, I wouldn't be where I am
[06:22.530 --> 06:25.410]  I read genetics wouldn't exist Rasta Jeff wouldn't be where we are
[06:25.410 --> 06:31.610]  So big shout out big salute to DJ short and thank you for choosing to breed my scarlet to some DJ short work
[06:31.610 --> 06:34.870]  That's fucking awesome. Now. Let's get back on some sort of track here
[06:34.910 --> 06:39.330]  You're going to breed these scarlet begonias to the DJ shorts Navy Cross male
[06:39.670 --> 06:45.470]  And then it says now to make the strain stable. Do you keep finding the winners and in breeding them?
[06:46.510 --> 06:50.770]  In short form, it's not in breeding. It is filial breeding
[06:50.770 --> 06:54.970]  It's breeding for the next generation, but technically what you said is what you want to do
[06:54.970 --> 06:55.230]  Yes
[06:55.230 --> 06:55.790]  but
[06:55.790 --> 06:58.710]  when you say in breeding that implies that you are going to take
[06:59.030 --> 07:04.290]  One of the seeds that you made and breed it to one of the parent plants and that would be a back cross
[07:04.970 --> 07:07.970]  ABC or a BX if you want to make Pete's head explode
[07:08.490 --> 07:09.810]  That would be a back cross
[07:09.810 --> 07:10.970]  So what you want to do?
[07:10.970 --> 07:16.690]  You're on the right path you want to or what is done to stable and what is your what do you mean by stable?
[07:16.690 --> 07:22.010]  I see a lot of people say that plant is not stable and they mean that it's got tendencies to have
[07:22.130 --> 07:28.210]  Problems or it's got this or it does that stable just means do the plants look uniform when you grow out a population of seeds
[07:28.250 --> 07:32.850]  How uniform do they look are they stable are the the phenotype stable?
[07:32.850 --> 07:37.690]  That's what we want to talk about. So that's what I think you're aiming for. How do we make them stable?
[07:38.530 --> 07:44.250]  Sometimes that first f1 you're gonna get pretty stable crosses. You're gonna identify it
[07:44.250 --> 07:48.450]  You'll be able to identify the phenotypes. You'll see what you've made. You'll know what you're working with
[07:49.570 --> 07:53.450]  Now you've got that f1 batch of seeds or actually it's technically a polyhybrid
[07:53.610 --> 07:59.450]  But we're gonna call this an f1 batch of seeds. So you've taken your scarlet begonias. You have pollinated with the
[07:59.890 --> 08:03.730]  Navy cross you've got a batch of seeds you want to make them stable
[08:03.850 --> 08:08.330]  You find a male and a female from that batch of seeds that are the winners
[08:08.330 --> 08:12.130]  Like you said that have traits which you are looking for now
[08:12.130 --> 08:15.630]  Here is where we talk about the breeding part, which I always like to step in with
[08:15.810 --> 08:20.710]  What is your goal breeding is all about your goal. These are two great plants to cross
[08:20.710 --> 08:25.250]  I could see why it would be a good idea, but I can't see the plants which you have chosen to cross
[08:25.690 --> 08:28.850]  What is the reason what is the goal? What is the desired outcome?
[08:28.930 --> 08:34.890]  Is there something about the scarlet begonias you love? What about the DJ short plant that you really love?
[08:34.890 --> 08:37.650]  Are you trying to correct something you trying to upgrade something?
[08:37.650 --> 08:43.570]  Are you chasing a trait from one are you trying to combine traits to from one and the other to make one plant?
[08:43.570 --> 08:45.650]  What is your ultimate goal here?
[08:46.210 --> 08:51.290]  Document that goal then do the cross then grow out those seeds
[08:51.650 --> 08:57.570]  Find if you've met your goal do a certain percentage of the seeds you made hit the goal
[08:57.570 --> 09:00.930]  You're looking for are they better than both parent plants?
[09:00.930 --> 09:07.850]  Do they look smell taste grow appear perform the way you expected anticipated and hope those plants would if so
[09:07.970 --> 09:12.850]  You're mostly successful so far. If not, then you're not you're not successful. You didn't make a good cross
[09:12.850 --> 09:16.570]  You may have to just either pick another male plant out of the pack pick a different phenotype
[09:17.010 --> 09:22.210]  Start all over or just abandon the project altogether. So set a goal. What is your desired goal?
[09:22.770 --> 09:29.470]  What traits are you looking for so grow out these seeds find a female plant that holds the traits you are looking for find a
[09:29.470 --> 09:35.570]  Male plant that holds the traits you are looking for and cross those again and then guess what you're gonna get seeds out of those
[09:35.930 --> 09:38.810]  We're gonna do it again find a female that holds the traits
[09:38.810 --> 09:42.810]  You're looking for find a male that holds the traits you're looking for and cross it again
[09:42.810 --> 09:50.010]  Every time you do it, you should be working on stabilization and uniformity of the progeny of the offspring of the phenotypes
[09:50.010 --> 09:52.350]  They should look similar each time you do this
[09:52.350 --> 09:56.290]  They should get closer and closer and closer the first time you do the cross
[09:56.410 --> 10:02.570]  You're gonna get like probably you'll see somewhere between three maybe five maybe seven or eight different phenotypes
[10:02.570 --> 10:06.770]  Depending on the parent plants you use it just depends on how their genetics breed together
[10:07.170 --> 10:13.650]  You're gonna see multiple phenotypes when you do the f2 you're gonna see we call it the Pandora's box
[10:13.650 --> 10:16.290]  You're gonna open up a lot of stuff. You're going to see
[10:16.690 --> 10:22.650]  Plants that are a lot the mommy plants that are a lot the daddy plants are a little bit mommy and daddy
[10:22.650 --> 10:29.210]  But then you're also going to see grandparents on both sides of that cross appear in the progeny. It's going to be very fun
[10:29.210 --> 10:32.650]  It's really unique. It's a little bit frustrating sometimes to work with the f2
[10:33.490 --> 10:34.490]  population
[10:34.490 --> 10:39.250]  So now it's your job to select the proper male and female out of that f2
[10:39.490 --> 10:41.730]  Population breed them together and make the f3
[10:42.090 --> 10:46.890]  Now these are going to be if you've done your selection properly these will be more uniform
[10:46.890 --> 10:51.850]  They'll start getting more stable is the word that you're using. They'll start looking more uniform more familiar
[10:52.330 --> 10:58.170]  Get your f3s find the seeds that look beautiful that do what you want the plants that do what you want and cross those
[10:58.350 --> 11:01.970]  So that is you're going to f4 by the time you get to f4 f5
[11:02.010 --> 11:08.210]  You're really looking at uniform plants DJ stops at 4 or 5 most of the time and he says that is to give you some
[11:08.370 --> 11:11.770]  To work with it if you choose to breed with it if you breed
[11:12.450 --> 11:17.290]  With a plant that is an f4 or an f5. It's going to be very dominant in your mix
[11:17.290 --> 11:23.490]  It's gonna be like adding too much hot sauce. It's just gonna overpower everything everything will be spicy at that point so
[11:24.290 --> 11:31.330]  the easiest way the main way to do this is to keep going forward with filial generations and stabilize by
[11:32.130 --> 11:38.170]  Selection by finding the traits you want and selecting parent plants that perform and do the things you need and crossing them
