[00:09.720 --> 00:15.860]  Yeah, welcome back podcast world. I'm your host my friends call me Rasta Jeff and this is episode
[00:17.240 --> 00:21.120]  662 of the grow from your heart podcast in this episode
[00:21.120 --> 00:22.760]  I'm going to talk a little bit about that dog
[00:22.760 --> 00:25.080]  But again before we get to that part of the show
[00:25.120 --> 00:29.960]  Let's do a few shout outs to a few of the kind folks who support the show on patreon
[00:30.200 --> 00:34.960]  Let's start off with the big grow from your heart podcast. Thank you. Shout out to my friend, Alabama, man
[00:34.960 --> 00:37.800]  I want to sit a big thank you. Shout out to mr. Mean green
[00:37.960 --> 00:40.680]  Let's send a special thank you. Shout out to stone trout bomb
[00:40.680 --> 00:44.080]  I want to send a big thank you. Shout out to chief leaf 420
[00:44.160 --> 00:47.900]  Let's send a thank you shout out to scooters 3g and caribou heart TV
[00:48.000 --> 00:51.260]  Let's send a big thank you. Shout out to a longtime supporter Glenn Geroni
[00:51.420 --> 00:54.400]  Let's send a big thank you. Shout out to Brian P and Froggle Rock
[00:54.400 --> 00:58.980]  I want to send a big fist bump to a great photographer and a good tester all mixed up
[00:59.200 --> 01:02.500]  Let's send a big thank you. Shout out to another great tester Mobius grows
[01:02.500 --> 01:07.420]  I want to send a thank you shout out to roll this nug and then let's wrap it all up with the big grow from
[01:07.540 --> 01:11.780]  Your heart podcast. Thank you. Shout out to my friend elders garden big
[01:11.780 --> 01:16.080]  Thanks and big shout out to everybody who continues to support the show on patreon
[01:16.080 --> 01:21.200]  If you are not already supporting the show and you would like to learn how to do so all you have to do is visit
[01:22.300 --> 01:24.300]  www.patreon.com
[01:24.620 --> 01:29.220]  Forward slash grow from your heart all of the information you need is right there on the screen
[01:29.220 --> 01:32.540]  And of course there is a link in the show notes and in the video description
[01:32.540 --> 01:39.300]  To make it nice and easy for all of my friends by the time this episode comes out. We will have reached
[01:40.060 --> 01:46.940]  1,000 members on the discord channel. Thank you to everybody who supports the discord channel. I do appreciate it
[01:47.380 --> 01:51.820]  1,000 members that means a lot to me. I'll be there more often. I'll be hanging out
[01:51.820 --> 01:57.420]  I'll be giving away some prizes showing some love saying thanks join me on discord
[01:57.420 --> 01:59.580]  All right, I do have a lot of great stuff to talk about
[02:00.140 --> 02:03.260]  I'm coming to you on a rainy cold
[02:03.740 --> 02:08.260]  Colorado evening. I'm a little bit excited to be cold. I had to turn off the air conditioner
[02:08.460 --> 02:10.020]  My arms are a little cold
[02:10.020 --> 02:14.460]  It's kind of poking a hole in my shirt over here and I am so excited to be cold
[02:14.460 --> 02:18.700]  It has been a long hot summer. I am really excited for the cold
[02:18.700 --> 02:25.460]  However, it is now what I call powdery mildew season. We have gone from super hot to super cold
[02:26.140 --> 02:27.660]  sometimes it is
[02:27.660 --> 02:32.100]  60-something at night and 90-something during the day. We're having some jumps
[02:32.100 --> 02:38.660]  We're heading into the fall time of year here almost a couple of weird temperature swings in Colorado
[02:38.780 --> 02:42.500]  We will get some rain. We'll get some hailstorms. We'll have some 90 degree days
[02:42.700 --> 02:48.300]  That is the perfect environment for powdery mildew. Do you have a strategy? Do you have a plan?
[02:48.300 --> 02:53.740]  Have you thought about what you're going to do when you see the powdery mildew? Are you looking for it?
[02:53.740 --> 02:58.380]  Are you scouting for powdery mildew? I'm mainly talking about outdoors, but this will apply indoors as well
[02:58.380 --> 03:02.380]  Are you looking for powdery mildew outdoors? Do you know how to identify it?
[03:02.380 --> 03:06.580]  Do all of the people working in your grow know how to identify powdery mildew?
[03:06.580 --> 03:08.980]  Do you know what to do if it is spotted in your grow?
[03:09.340 --> 03:14.460]  Because outdoors it is now powdery mildew season in the grow houses have a strategy in place
[03:14.840 --> 03:20.900]  Be ready on know what products you are willing to use know what willing products it is too late to use know our products
[03:20.900 --> 03:24.700]  You can use together get a strategy in place now is
[03:25.220 --> 03:26.540]  Late time. All right
[03:26.540 --> 03:28.420]  I did say I was gonna talk about that dog
